School Code,School Name,Level of Schooling,Calendar Year,Kindergarten,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Primary Ungraded,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Secondary Ungraded,School Total
3794,Bald Face Public School,Primary School,2012,45,37,40,43,38,33,33,,,,,,,,,269
3794,Bald Face Public School,Primary School,2013,32,45,42,39,43,36,34,,,,,,,,,271
3794,Bald Face Public School,Primary School,2014,39,34,45,46,39,44,36,,,,,,,,,283
3794,Bald Face Public School,Primary School,2015,34,37,34,44,47,36,40,,,,,,,,,272
3794,Bald Face Public School,Primary School,2016,37,39,33,32,43,44,38,,,,,,,,,266
3794,Bald Face Public School,Primary School,2017,41,39,39,34,36,41,42,,,,,,,,,272
3795,Hamilton South Public School,Primary School,2010,54,45,50,44,55,46,58,25,,,,,,,,377
3795,Hamilton South Public School,Primary School,2011,48,54,49,55,44,55,46,26,,,,,,,,377
3795,Hamilton South Public School,Primary School,2012,55,52,54,50,56,49,54,20,,,,,,,,390
3795,Hamilton South Public School,Primary School,2013,63,56,56,54,53,51,52,25,,,,,,,,410
3795,Hamilton South Public School,Primary School,2014,58,65,59,56,52,48,48,23,,,,,,,,409
3795,Hamilton South Public School,Primary School,2015,63,60,63,64,57,51,51,22,,,,,,,,431
3795,Hamilton South Public School,Primary School,2016,55,65,57,63,60,52,51,22,,,,,,,,425
3795,Hamilton South Public School,Primary School,2017,42,60,69,57,67,57,50,25,,,,,,,,427
3796,Lugarno Public School,Primary School,2010,39,48,50,54,52,44,55,,,,,,,,,342
3796,Lugarno Public School,Primary School,2011,43,39,49,50,42,38,44,,,,,,,,,305
3796,Lugarno Public School,Primary School,2012,34,38,42,46,51,41,36,,,,,,,,,288
3796,Lugarno Public School,Primary School,2013,57,35,40,43,49,49,40,,,,,,,,,313
3796,Lugarno Public School,Primary School,2014,41,51,37,37,45,48,45,,,,,,,,,304
3796,Lugarno Public School,Primary School,2015,40,39,55,40,37,42,45,,,,,,,,,298
3796,Lugarno Public School,Primary School,2016,37,40,42,49,40,33,41,,,,,,,,,282
3796,Lugarno Public School,Primary School,2017,40,39,36,35,49,38,32,,,,,,,,,269
3797,Oatley West Public School,Primary School,2010,68,70,63,63,66,54,66,,,,,,,,,450
3797,Oatley West Public School,Primary School,2011,64,69,70,69,59,70,52,,,,,,,,,453
3797,Oatley West Public School,Primary School,2012,72,64,69,70,68,55,70,,,,,,,,,468
3797,Oatley West Public School,Primary School,2013,90,77,68,78,71,67,51,,,,,,,,,502
3797,Oatley West Public School,Primary School,2014,75,92,71,70,75,64,65,,,,,,,,,512
3797,Oatley West Public School,Primary School,2015,82,75,98,71,67,58,56,,,,,,,,,507
3797,Oatley West Public School,Primary School,2016,101,81,80,96,69,61,59,,,,,,,,,547
3797,Oatley West Public School,Primary School,2017,108,100,76,77,94,64,58,,,,,,,,,577
3798,New Lambton South Public School,Primary School,2010,37,54,47,50,49,57,52,,,,,,,,,346
3798,New Lambton South Public School,Primary School,2011,62,36,67,48,48,59,58,,,,,,,,,378
3798,New Lambton South Public School,Primary School,2012,66,62,40,68,44,58,55,,,,,,,,,393
3798,New Lambton South Public School,Primary School,2013,60,71,62,48,64,54,54,,,,,,,,,413
3798,New Lambton South Public School,Primary School,2014,78,57,68,61,39,78,50,,,,,,,,,431
3798,New Lambton South Public School,Primary School,2015,74,80,53,67,60,51,75,,,,,,,,,460
3798,New Lambton South Public School,Primary School,2016,62,74,82,50,66,69,50,,,,,,,,,453
3798,New Lambton South Public School,Primary School,2017,55,60,70,79,48,73,68,,,,,,,,,453
3808,Chullora Public School,Primary School,2010,65,56,51,46,56,43,48,,,,,,,,,365
3808,Chullora Public School,Primary School,2011,62,55,56,51,37,53,42,,,,,,,,,356
3808,Chullora Public School,Primary School,2012,67,52,49,53,49,32,53,,,,,,,,,355
3808,Chullora Public School,Primary School,2013,57,58,49,45,49,44,28,,,,,,,,,330
3808,Chullora Public School,Primary School,2014,54,47,55,52,42,42,36,,,,,,,,,328
3808,Chullora Public School,Primary School,2015,47,48,40,51,48,41,39,,,,,,,,,314
3808,Chullora Public School,Primary School,2016,45,43,53,43,50,49,44,,,,,,,,,327
3808,Chullora Public School,Primary School,2017,51,41,41,44,36,43,51,,,,,,,,,307
3820,Tarrawanna Public School,Primary School,2010,20,19,22,15,17,20,15,,,,,,,,,128
3820,Tarrawanna Public School,Primary School,2011,20,18,18,17,15,18,20,,,,,,,,,126
3820,Tarrawanna Public School,Primary School,2012,20,21,21,17,19,13,22,,,,,,,,,133
3820,Tarrawanna Public School,Primary School,2013,24,15,17,15,16,21,13,,,,,,,,,121
3820,Tarrawanna Public School,Primary School,2014,22,24,16,20,13,17,21,,,,,,,,,133
3820,Tarrawanna Public School,Primary School,2015,22,21,22,15,18,11,19,,,,,,,,,128
3820,Tarrawanna Public School,Primary School,2016,16,21,17,21,14,16,8,,,,,,,,,113
3820,Tarrawanna Public School,Primary School,2017,20,19,19,15,21,13,17,,,,,,,,,124
3822,Sutherland North Public School,Primary School,2010,28,37,36,37,24,31,20,,,,,,,,,213
3822,Sutherland North Public School,Primary School,2011,39,25,35,34,32,26,32,,,,,,,,,223
3822,Sutherland North Public School,Primary School,2012,37,35,28,34,35,27,27,,,,,,,,,223
3822,Sutherland North Public School,Primary School,2013,42,38,34,24,31,33,22,,,,,,,,,224
3822,Sutherland North Public School,Primary School,2014,40,41,40,33,26,29,34,,,,,,,,,243
3822,Sutherland North Public School,Primary School,2015,39,41,43,41,33,29,31,,,,,,,,,257
3822,Sutherland North Public School,Primary School,2016,40,40,38,42,37,30,27,,,,,,,,,254
3822,Sutherland North Public School,Primary School,2017,46,41,38,35,42,36,27,,,,,,,,,265
3824,Bathurst West Public School,Primary School,2010,47,59,48,60,47,52,44,15,,,,,,,,372
3824,Bathurst West Public School,Primary School,2011,61,47,56,43,58,55,55,15,,,,,,,,390
3824,Bathurst West Public School,Primary School,2012,67,61,47,52,41,58,47,15,,,,,,,,388
3824,Bathurst West Public School,Primary School,2013,63,65,59,48,52,42,57,21,,,,,,,,407
3824,Bathurst West Public School,Primary School,2014,53,59,65,53,45,51,43,27,,,,,,,,396
3824,Bathurst West Public School,Primary School,2015,57,60,56,60,55,46,54,27,,,,,,,,415
3824,Bathurst West Public School,Primary School,2016,56,58,53,52,58,55,48,32,,,,,,,,412
3824,Bathurst West Public School,Primary School,2017,67,58,55,55,50,58,55,33,,,,,,,,431
3826,Gwynneville Public School,Primary School,2010,34,19,25,31,20,19,18,,,,,,,,,166
3826,Gwynneville Public School,Primary School,2011,33,36,20,31,28,20,25,,,,,,,,,193
3826,Gwynneville Public School,Primary School,2012,28,31,32,28,29,30,20,,,,,,,,,198
3826,Gwynneville Public School,Primary School,2013,43,28,32,34,30,26,30,,,,,,,,,223
3826,Gwynneville Public School,Primary School,2014,53,41,25,28,35,29,26,,,,,,,,,237
3826,Gwynneville Public School,Primary School,2015,37,46,40,23,25,33,27,,,,,,,,,231
3826,Gwynneville Public School,Primary School,2016,48,33,46,33,27,19,33,,,,,,,,,239
3826,Gwynneville Public School,Primary School,2017,43,38,32,43,32,25,19,,,,,,,,,232
3827,Narraweena Public School,Primary School,2010,48,44,51,53,56,49,62,,,,,,,,,363
3827,Narraweena Public School,Primary School,2011,51,48,41,48,52,55,49,,,,,,,,,344
3827,Narraweena Public School,Primary School,2012,44,52,45,45,43,47,53,,,,,,,,,329
3827,Narraweena Public School,Primary School,2013,65,51,50,45,46,43,49,,,,,,,,,349
3827,Narraweena Public School,Primary School,2014,81,65,55,51,46,43,43,,,,,,,,,384
3827,Narraweena Public School,Primary School,2015,76,79,59,52,48,46,43,,,,,,,,,403
3827,Narraweena Public School,Primary School,2016,79,77,78,56,52,53,44,,,,,,,,,439
3827,Narraweena Public School,Primary School,2017,76,80,84,76,61,53,52,,,,,,,,,482
3829,Jannali Public School,Primary School,2010,16,23,7,12,12,12,16,,,,,,,,,98
3829,Jannali Public School,Primary School,2011,,,,,,,,,,,,,,,,104
3829,Jannali Public School,Primary School,2012,,,,,,,,,,,,,,,,113
3829,Jannali Public School,Primary School,2013,18,18,16,18,22,8,13,,,,,,,,,113
3829,Jannali Public School,Primary School,2014,29,18,15,16,19,20,7,,,,,,,,,124
3829,Jannali Public School,Primary School,2015,22,25,17,17,16,18,19,,,,,,,,,134
3829,Jannali Public School,Primary School,2016,23,22,22,19,15,17,17,,,,,,,,,135
3829,Jannali Public School,Primary School,2017,19,22,20,26,19,14,15,,,,,,,,,135
3830,Ramsgate Public School,Primary School,2010,57,88,78,66,72,87,71,,,,,,,,,519
3830,Ramsgate Public School,Primary School,2011,80,55,84,74,60,70,90,,,,,,,,,513
3830,Ramsgate Public School,Primary School,2012,64,84,52,82,74,56,68,,,,,,,,,480
3830,Ramsgate Public School,Primary School,2013,85,65,86,55,81,76,60,,,,,,,,,508
3830,Ramsgate Public School,Primary School,2014,112,85,64,90,57,82,76,,,,,,,,,566
3830,Ramsgate Public School,Primary School,2015,80,108,75,62,79,59,72,,,,,,,,,535
3830,Ramsgate Public School,Primary School,2016,84,85,104,71,68,75,56,,,,,,,,,543
3830,Ramsgate Public School,Primary School,2017,91,84,84,97,72,70,72,,,,,,,,,570
3831,Chalmers Road School,Schools for Specific Purposes,2010,,,,,,,,26,,,,,,,26,52
3831,Chalmers Road School,Schools for Specific Purposes,2011,,,,,,,,29,,,,,,,30,59
3831,Chalmers Road School,Schools for Specific Purposes,2012,,,,,,,,29,,,,,,,30,59
3831,Chalmers Road School,Schools for Specific Purposes,2013,,,,,,,,40,,,,,,,33,73
3831,Chalmers Road School,Schools for Specific Purposes,2014,,,,,,,,38,,,,,,,34,72
3831,Chalmers Road School,Schools for Specific Purposes,2015,,,,,,,,32,,,,,,,33,65
3831,Chalmers Road School,Schools for Specific Purposes,2016,,,,,,,,32,,,,,,,38,70
3831,Chalmers Road School,Schools for Specific Purposes,2017,,,,,,,,26,,,,,,,39,65
3833,Wahroonga Public School,Primary School,2010,99,98,111,106,91,89,81,,,,,,,,,675
3833,Wahroonga Public School,Primary School,2011,95,101,100,103,105,82,87,,,,,,,,,673
3833,Wahroonga Public School,Primary School,2012,106,101,114,98,102,90,78,,,,,,,,,689
3833,Wahroonga Public School,Primary School,2013,104,119,107,111,102,94,91,,,,,,,,,728
3833,Wahroonga Public School,Primary School,2014,96,109,127,103,108,85,95,,,,,,,,,723
3833,Wahroonga Public School,Primary School,2015,102,102,114,120,103,85,91,,,,,,,,,717
3833,Wahroonga Public School,Primary School,2016,117,102,101,108,123,87,84,,,,,,,,,722
3833,Wahroonga Public School,Primary School,2017,101,121,100,100,98,112,82,,,,,,,,,714
3840,Parramatta East Public School,Primary School,2010,54,64,44,44,39,28,36,,,,,,,,,309
3840,Parramatta East Public School,Primary School,2011,67,48,65,40,41,37,29,,,,,,,,,327
3840,Parramatta East Public School,Primary School,2012,46,62,46,63,43,36,34,,,,,,,,,330
3840,Parramatta East Public School,Primary School,2013,56,48,63,42,61,42,40,,,,,,,,,352
3840,Parramatta East Public School,Primary School,2014,55,60,51,62,47,56,43,,,,,,,,,374
3840,Parramatta East Public School,Primary School,2015,70,57,59,53,60,43,53,,,,,,,,,395
3840,Parramatta East Public School,Primary School,2016,77,70,53,60,51,53,45,,,,,,,,,409
3840,Parramatta East Public School,Primary School,2017,108,88,76,61,64,50,56,,,,,,,,,503
3846,Melrose Park Public School,Primary School,2010,29,21,21,18,13,14,13,,,,,,,,,129
3846,Melrose Park Public School,Primary School,2011,20,27,20,22,18,11,12,,,,,,,,,130
3846,Melrose Park Public School,Primary School,2012,27,18,29,13,22,16,9,,,,,,,,,134
3846,Melrose Park Public School,Primary School,2013,36,29,18,26,13,22,14,,,,,,,,,158
3846,Melrose Park Public School,Primary School,2014,32,32,31,17,26,15,22,,,,,,,,,175
3846,Melrose Park Public School,Primary School,2015,39,34,29,28,15,24,16,,,,,,,,,185
3846,Melrose Park Public School,Primary School,2016,30,37,34,27,28,15,23,,,,,,,,,194
3846,Melrose Park Public School,Primary School,2017,30,31,36,33,25,28,14,,,,,,,,,197
3847,Bathurst South Public School,Primary School,2010,33,37,29,39,23,36,29,,,,,,,,,226
3847,Bathurst South Public School,Primary School,2011,32,31,38,30,37,21,39,,,,,,,,,228
3847,Bathurst South Public School,Primary School,2012,31,30,32,39,32,35,20,,,,,,,,,219
3847,Bathurst South Public School,Primary School,2013,27,29,33,33,34,26,39,,,,,,,,,221
3847,Bathurst South Public School,Primary School,2014,37,28,31,39,32,32,27,,,,,,,,,226
3847,Bathurst South Public School,Primary School,2015,40,36,24,31,36,33,31,,,,,,,,,231
3847,Bathurst South Public School,Primary School,2016,32,38,39,29,31,42,32,,,,,,,,,243
3847,Bathurst South Public School,Primary School,2017,38,31,36,40,29,34,41,,,,,,,,,249
3851,Wallsend South Public School,Primary School,2010,100,69,74,75,98,85,84,,,,,,,,,585
3851,Wallsend South Public School,Primary School,2011,88,71,68,75,76,93,87,,,,,,,,,558
3851,Wallsend South Public School,Primary School,2012,80,89,73,71,71,80,89,,,,,,,,,553
3851,Wallsend South Public School,Primary School,2013,69,83,92,74,80,77,79,,,,,,,,,554
3851,Wallsend South Public School,Primary School,2014,77,70,82,96,78,78,80,,,,,,,,,561
3851,Wallsend South Public School,Primary School,2015,65,78,79,84,93,78,72,,,,,,,,,549
3851,Wallsend South Public School,Primary School,2016,63,70,78,86,89,92,76,,,,,,,,,554
3851,Wallsend South Public School,Primary School,2017,74,65,75,81,86,85,93,,,,,,,,,559
3854,Hazelbrook Public School,Primary School,2010,83,90,69,65,72,55,66,,,,,,,,,500
3854,Hazelbrook Public School,Primary School,2011,76,71,90,68,63,65,55,,,,,,,,,488
3854,Hazelbrook Public School,Primary School,2012,62,80,66,85,62,60,61,,,,,,,,,476
3854,Hazelbrook Public School,Primary School,2013,66,61,79,67,85,57,62,,,,,,,,,477
3854,Hazelbrook Public School,Primary School,2014,63,65,57,71,67,79,54,,,,,,,,,456
3854,Hazelbrook Public School,Primary School,2015,50,62,71,54,65,66,73,,,,,,,,,441
3854,Hazelbrook Public School,Primary School,2016,45,49,64,72,56,61,68,,,,,,,,,415
3854,Hazelbrook Public School,Primary School,2017,54,39,53,66,73,59,61,,,,,,,,,405
3855,Turramurra Public School,Primary School,2010,68,55,72,62,73,67,64,,,,,,,,,461
3855,Turramurra Public School,Primary School,2011,72,75,61,70,60,76,69,,,,,,,,,483
3855,Turramurra Public School,Primary School,2012,74,74,72,58,70,54,70,,,,,,,,,472
3855,Turramurra Public School,Primary School,2013,89,73,74,69,54,68,57,,,,,,,,,484
3855,Turramurra Public School,Primary School,2014,78,91,77,78,70,52,66,,,,,,,,,512
3855,Turramurra Public School,Primary School,2015,76,76,90,78,82,70,54,,,,,,,,,526
3855,Turramurra Public School,Primary School,2016,87,77,79,98,77,81,67,,,,,,,,,566
3855,Turramurra Public School,Primary School,2017,73,86,78,79,103,72,78,,,,,,,,,569
3856,Wyrallah Road Public School,Primary School,2010,69,85,76,56,77,77,78,,,,,,,,,518
3856,Wyrallah Road Public School,Primary School,2011,79,72,76,73,54,77,74,,,,,,,,,505
3856,Wyrallah Road Public School,Primary School,2012,68,79,64,69,75,52,76,,,,,,,,,483
3856,Wyrallah Road Public School,Primary School,2013,65,66,76,66,65,74,49,,,,,,,,,461
3856,Wyrallah Road Public School,Primary School,2014,64,67,80,81,64,66,77,,,,,,,,,499
3856,Wyrallah Road Public School,Primary School,2015,91,67,68,75,78,67,68,,,,,,,,,514
3856,Wyrallah Road Public School,Primary School,2016,79,90,71,66,73,81,66,,,,,,,,,526
3856,Wyrallah Road Public School,Primary School,2017,78,77,86,65,58,70,79,,,,,,,,,513
3860,Oak Flats Public School,Primary School,2010,55,69,56,56,77,69,81,,,,,,,,,463
3860,Oak Flats Public School,Primary School,2011,68,57,68,54,56,76,71,,,,,,,,,450
3860,Oak Flats Public School,Primary School,2012,60,66,57,63,56,59,74,,,,,,,,,435
3860,Oak Flats Public School,Primary School,2013,58,56,70,57,63,55,57,,,,,,,,,416
3860,Oak Flats Public School,Primary School,2014,62,58,63,73,59,66,57,,,,,,,,,438
3860,Oak Flats Public School,Primary School,2015,63,65,56,62,69,56,65,,,,,,,,,436
3860,Oak Flats Public School,Primary School,2016,65,66,63,56,60,67,53,,,,,,,,,430
3860,Oak Flats Public School,Primary School,2017,59,67,61,65,56,57,67,,,,,,,,,432
3862,Denistone East Public School,Primary School,2010,119,108,127,123,120,121,111,,,,,,,,,829
3862,Denistone East Public School,Primary School,2011,106,127,115,128,121,117,120,,,,,,,,,834
3862,Denistone East Public School,Primary School,2012,128,109,129,118,126,113,113,,,,,,,,,836
3862,Denistone East Public School,Primary School,2013,158,129,114,132,116,104,112,,,,,,,,,865
3862,Denistone East Public School,Primary School,2014,114,159,124,114,131,100,102,,,,,,,,,844
3862,Denistone East Public School,Primary School,2015,122,118,159,121,114,110,101,,,,,,,,,845
3862,Denistone East Public School,Primary School,2016,115,118,110,148,118,88,109,,,,,,,,,806
3862,Denistone East Public School,Primary School,2017,101,104,122,110,136,94,84,,,,,,,,,751
3863,Meadowbank Public School,Primary School,2010,34,27,13,11,30,26,18,,,,,,,,,159
3863,Meadowbank Public School,Primary School,2011,28,32,22,14,12,34,26,,,,,,,,,168
3863,Meadowbank Public School,Primary School,2012,25,31,34,23,15,12,35,,,,,,,,,175
3863,Meadowbank Public School,Primary School,2013,44,25,29,31,23,17,11,,,,,,,,,180
3863,Meadowbank Public School,Primary School,2014,44,48,22,30,32,22,19,,,,,,,,,217
3863,Meadowbank Public School,Primary School,2015,39,44,45,22,30,27,21,,,,,,,,,228
3863,Meadowbank Public School,Primary School,2016,59,40,39,44,24,30,26,,,,,,,,,262
3863,Meadowbank Public School,Primary School,2017,64,60,47,43,48,31,31,,,,,,,,,324
3864,Uralla Central School,Central/Community School,2010,19,27,23,27,37,28,24,,35,42,31,29,19,18,,359
3864,Uralla Central School,Central/Community School,2011,18,18,29,22,24,36,33,,24,33,34,30,29,18.4,,348.4
3864,Uralla Central School,Central/Community School,2012,20,19,21,29,22,26,34,,30,25,32,34,21,20,,333
3864,Uralla Central School,Central/Community School,2013,26,19,29,20,28,22,24,,29,24,19,32,28.8,18.6,,319.4
3864,Uralla Central School,Central/Community School,2014,30,26,18,30,21,31,20,,24,31,24,18,25.2,18.6,,316.8
3864,Uralla Central School,Central/Community School,2015,21,32,24,20,31,23,35,,23,30,29,24,15.8,20.2,,328
3864,Uralla Central School,Central/Community School,2016,18,21,31,25,23,30,26,,39,24,30,25,16.8,11,,319.8
3864,Uralla Central School,Central/Community School,2017,25,18,14,31,23,21,34,,24,32,26,31,18,13,,310
3866,Towradgi Public School,Primary School,2010,14,16,15,10,8,13,17,8,,,,,,,,101
3866,Towradgi Public School,Primary School,2011,23,15,21,14,11,10,16,8,,,,,,,,118
3866,Towradgi Public School,Primary School,2012,24,24,13,21,12,11,8,9,,,,,,,,122
3866,Towradgi Public School,Primary School,2013,23,23,24,12,20,17,11,17,,,,,,,,147
3866,Towradgi Public School,Primary School,2014,22,20,25,24,14,23,19,17,,,,,,,,164
3866,Towradgi Public School,Primary School,2015,27,14,21,20,27,13,21,17,,,,,,,,160
3866,Towradgi Public School,Primary School,2016,26,26,13,22,21,24,14,14,,,,,,,,160
3866,Towradgi Public School,Primary School,2017,21,21,25,12,20,20,22,12,,,,,,,,153
3867,Lake Illawarra South Public School,Primary School,2010,38,37,30,34,45,40,50,,,,,,,,,274
3867,Lake Illawarra South Public School,Primary School,2011,37,41,37,31,34,42,39,,,,,,,,,261
3867,Lake Illawarra South Public School,Primary School,2012,45,39,38,33,33,31,41,,,,,,,,,260
3867,Lake Illawarra South Public School,Primary School,2013,35,42,35,33,32,34,33,,,,,,,,,244
3867,Lake Illawarra South Public School,Primary School,2014,32,37,40,38,34,32,36,,,,,,,,,249
3867,Lake Illawarra South Public School,Primary School,2015,32,31,37,41,36,33,31,,,,,,,,,241
3867,Lake Illawarra South Public School,Primary School,2016,31,33,29,35,40,37,32,,,,,,,,,237
3867,Lake Illawarra South Public School,Primary School,2017,30,32,33,32,36,41,37,,,,,,,,,241
3869,Yagoona Public School,Primary School,2010,82,81,59,91,71,87,54,27,,,,,,,,552
3869,Yagoona Public School,Primary School,2011,76,68,77,60,82,69,77,27,,,,,,,,536
3869,Yagoona Public School,Primary School,2012,59,76,63,75,62,80,70,31,,,,,,,,516
3869,Yagoona Public School,Primary School,2013,88,60,66,67,68,68,82,28,,,,,,,,527
3869,Yagoona Public School,Primary School,2014,75,80,65,65,59,67,69,27,,,,,,,,507
3869,Yagoona Public School,Primary School,2015,82,73,76,71,63,59,62,27,,,,,,,,513
3869,Yagoona Public School,Primary School,2016,87,75,67,70,70,64,61,36,,,,,,,,530
3869,Yagoona Public School,Primary School,2017,78,82,81,71,67,67,65,31,,,,,,,,542
3871,Wattle Grove Public School,Primary School,2010,86,108,83,78,81,89,95,,,,,,,,,620
3871,Wattle Grove Public School,Primary School,2011,85,78,97,77,82,74,89,,,,,,,,,582
3871,Wattle Grove Public School,Primary School,2012,81,78,76,95,75,79,68,,,,,,,,,552
3871,Wattle Grove Public School,Primary School,2013,92,82,74,79,96,69,79,,,,,,,,,571
3871,Wattle Grove Public School,Primary School,2014,85,88,79,78,77,96,70,,,,,,,,,573
3871,Wattle Grove Public School,Primary School,2015,105,83,84,79,76,75,90,,,,,,,,,592
3871,Wattle Grove Public School,Primary School,2016,124,97,80,79,79,74,67,,,,,,,,,600
3871,Wattle Grove Public School,Primary School,2017,98,120,95,75,81,75,66,,,,,,,,,610
3872,Greenwell Point Public School,Primary School,2010,,,,,,,,,,,,,,,,60
3872,Greenwell Point Public School,Primary School,2011,,,,,,,,,,,,,,,,54
3872,Greenwell Point Public School,Primary School,2012,,,,,,,,,,,,,,,,54
3872,Greenwell Point Public School,Primary School,2013,,,,,,,,,,,,,,,,63
3872,Greenwell Point Public School,Primary School,2014,,,,,,,,,,,,,,,,55
3872,Greenwell Point Public School,Primary School,2015,,,,,,,,,,,,,,,,66
3872,Greenwell Point Public School,Primary School,2016,,,,,,,,,,,,,,,,86
3872,Greenwell Point Public School,Primary School,2017,7,17,16,11,13,8,14,,,,,,,,,86
3873,Dobroyd Point Public School,Primary School,2010,36,34,42,36,40,20,32,,,,,,,,,240
3873,Dobroyd Point Public School,Primary School,2011,33,37,32,40,36,30,20,,,,,,,,,228
3873,Dobroyd Point Public School,Primary School,2012,44,36,35,27,37,31,31,,,,,,,,,241
3873,Dobroyd Point Public School,Primary School,2013,38,46,38,33,28,31,29,,,,,,,,,243
3873,Dobroyd Point Public School,Primary School,2014,47,34,47,38,33,22,30,,,,,,,,,251
3873,Dobroyd Point Public School,Primary School,2015,34,48,34,51,40,31,22,,,,,,,,,260
3873,Dobroyd Point Public School,Primary School,2016,49,31,39,33,46,27,29,,,,,,,,,254
3873,Dobroyd Point Public School,Primary School,2017,31,48,31,39,32,32,27,,,,,,,,,240
3874,Kahibah Public School,Primary School,2010,50,37,39,42,49,33,32,,,,,,,,,282
3874,Kahibah Public School,Primary School,2011,38,50,39,38,42,46,34,,,,,,,,,287
3874,Kahibah Public School,Primary School,2012,42,39,48,37,36,40,46,,,,,,,,,288
3874,Kahibah Public School,Primary School,2013,42,43,37,48,38,37,37,,,,,,,,,282
3874,Kahibah Public School,Primary School,2014,45,45,43,37,49,37,40,,,,,,,,,296
3874,Kahibah Public School,Primary School,2015,49,46,42,43,36,51,37,,,,,,,,,304
3874,Kahibah Public School,Primary School,2016,55,44,49,44,41,33,50,,,,,,,,,316
3874,Kahibah Public School,Primary School,2017,47,58,48,51,45,49,32,,,,,,,,,330
3875,Narwee Public School,Primary School,2010,56,33,37,28,41,32,32,,,,,,,,,259
3875,Narwee Public School,Primary School,2011,41,51,29,28,26,34,33,,,,,,,,,242
3875,Narwee Public School,Primary School,2012,36,39,49,30,31,25,35,,,,,,,,,245
3875,Narwee Public School,Primary School,2013,47,47,41,54,33,30,26,,,,,,,,,278
3875,Narwee Public School,Primary School,2014,63,44,40,40,50,41,29,,,,,,,,,307
3875,Narwee Public School,Primary School,2015,61,55,47,42,41,50,44,,,,,,,,,340
3875,Narwee Public School,Primary School,2016,50,59,58,44,42,41,51,,,,,,,,,345
3875,Narwee Public School,Primary School,2017,39,44,56,51,37,38,33,,,,,,,,,298
3876,Muswellbrook South Public School,Primary School,2010,65,62,49,58,47,43,55,26,,,,,,,,405
3876,Muswellbrook South Public School,Primary School,2011,47,56,55,46,56,48,39,19,,,,,,,,366
3876,Muswellbrook South Public School,Primary School,2012,72,53,57,50,44,49,46,22,,,,,,,,393
3876,Muswellbrook South Public School,Primary School,2013,60,64,53,54,47,42,46,23,,,,,,,,389
3876,Muswellbrook South Public School,Primary School,2014,78,67,67,57,47,48,42,30,,,,,,,,436
3876,Muswellbrook South Public School,Primary School,2015,93,71,80,68,60,63,52,31,,,,,,,,518
3876,Muswellbrook South Public School,Primary School,2016,60,90,81,70,61,60,57,27,,,,,,,,506
3876,Muswellbrook South Public School,Primary School,2017,95,67,85,78,70,57,65,32,,,,,,,,549
3877,Corrimal East Public School,Primary School,2010,35,53,27,54,37,38,41,7,,,,,,,,292
3877,Corrimal East Public School,Primary School,2011,39,34,49,26,47,35,37,7,,,,,,,,274
3877,Corrimal East Public School,Primary School,2012,30,37,35,43,15,43,36,7,,,,,,,,246
3877,Corrimal East Public School,Primary School,2013,32,21,38,32,41,17,41,6,,,,,,,,228
3877,Corrimal East Public School,Primary School,2014,16,33,20,39,30,37,15,13,,,,,,,,203
3877,Corrimal East Public School,Primary School,2015,20,20,35,19,38,25,34,14,,,,,,,,205
3877,Corrimal East Public School,Primary School,2016,31,20,20,33,18,41,26,13,,,,,,,,202
3877,Corrimal East Public School,Primary School,2017,32,31,19,21,33,18,37,21,,,,,,,,212
3881,Mount St Thomas Public School,Primary School,2010,48,43,49,42,41,48,34,,,,,,,,,305
3881,Mount St Thomas Public School,Primary School,2011,40,51,49,48,43,38,48,,,,,,,,,317
3881,Mount St Thomas Public School,Primary School,2012,47,43,50,44,46,41,39,,,,,,,,,310
3881,Mount St Thomas Public School,Primary School,2013,50,51,43,52,46,42,40,,,,,,,,,324
3881,Mount St Thomas Public School,Primary School,2014,43,45,52,42,49,42,40,,,,,,,,,313
3881,Mount St Thomas Public School,Primary School,2015,48,46,46,51,42,45,39,,,,,,,,,317
3881,Mount St Thomas Public School,Primary School,2016,51,47,41,48,48,43,47,,,,,,,,,325
3881,Mount St Thomas Public School,Primary School,2017,47,55,54,39,49,50,41,,,,,,,,,335
3882,Tamworth South Public School,Primary School,2010,155,93,88,86,78,86,94,20,,,,,,,,700
3882,Tamworth South Public School,Primary School,2011,165,99,95,83,85,74,79,21,,,,,,,,701
3882,Tamworth South Public School,Primary School,2012,135,126,103,90,84,89,79,27,,,,,,,,733
3882,Tamworth South Public School,Primary School,2013,129,103,120,101,87,83,88,24,,,,,,,,735
3882,Tamworth South Public School,Primary School,2014,91,100,98,119,102,93,94,22,,,,,,,,719
3882,Tamworth South Public School,Primary School,2015,88,80,93,92,119,100,95,26,,,,,,,,693
3882,Tamworth South Public School,Primary School,2016,78,80,80,92,88,120,112,24,,,,,,,,674
3882,Tamworth South Public School,Primary School,2017,93,66,82,79,92,95,116,27,,,,,,,,650
3883,Westmead Public School,Primary School,2010,124,147,143,125,126,138,104,,,,,,,,,907
3883,Westmead Public School,Primary School,2011,145,131,153,157,129,120,135,,,,,,,,,970
3883,Westmead Public School,Primary School,2012,197,152,137,150,164,121,116,,,,,,,,,1037
3883,Westmead Public School,Primary School,2013,159,202,161,147,151,153,117,,,,,,,,,1090
3883,Westmead Public School,Primary School,2014,217,169,207,169,145,132,151,,,,,,,,,1190
