School Code,School Name,Level of Schooling,Calendar Year,Kindergarten,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Primary Ungraded,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Secondary Ungraded,School Total
1001,Abbotsford Public School,Primary School,2010,63,56,44,43,48,44,37,,,,,,,,,335
1001,Abbotsford Public School,Primary School,2011,88,62,57,59,43,42,44,,,,,,,,,395
1001,Abbotsford Public School,Primary School,2012,87,88,62,76,63,44,43,,,,,,,,,463
1001,Abbotsford Public School,Primary School,2013,95,90,79,73,69,60,43,,,,,,,,,509
1001,Abbotsford Public School,Primary School,2014,85,96,82,98,76,66,58,,,,,,,,,561
1001,Abbotsford Public School,Primary School,2015,92,85,93,91,95,67,66,,,,,,,,,589
1001,Abbotsford Public School,Primary School,2016,98,94,86,92,87,87,58,,,,,,,,,602
1001,Abbotsford Public School,Primary School,2017,98,96,89,89,86,87,82,,,,,,,,,627
1002,Aberdeen Public School,Primary School,2010,37,16,28,26,34,21,33,,,,,,,,,195
1002,Aberdeen Public School,Primary School,2011,27,41,16,34,25,37,21,,,,,,,,,201
1002,Aberdeen Public School,Primary School,2012,26,25,41,18,29,28,34,,,,,,,,,201
1002,Aberdeen Public School,Primary School,2013,34,27,25,39,17,27,27,,,,,,,,,196
1002,Aberdeen Public School,Primary School,2014,21,32,31,31,41,18,28,,,,,,,,,202
1002,Aberdeen Public School,Primary School,2015,36,27,30,37,30,41,19,,,,,,,,,220
1002,Aberdeen Public School,Primary School,2016,28,38,33,31,37,30,44,,,,,,,,,241
1002,Aberdeen Public School,Primary School,2017,28,30,36,36,31,32,34,,,,,,,,,227
1003,Abermain Public School,Primary School,2010,31,31,20,38,38,33,32,,,,,,,,,223
1003,Abermain Public School,Primary School,2011,24,31,28,18,37,37,31,,,,,,,,,206
1003,Abermain Public School,Primary School,2012,38,24,33,21,22,36,36,,,,,,,,,210
1003,Abermain Public School,Primary School,2013,42,42,23,31,24,24,33,,,,,,,,,219
1003,Abermain Public School,Primary School,2014,31,37,41,19,29,20,22,,,,,,,,,199
1003,Abermain Public School,Primary School,2015,39,32,37,43,23,35,19,,,,,,,,,228
1003,Abermain Public School,Primary School,2016,43,42,31,41,46,25,36,,,,,,,,,264
1003,Abermain Public School,Primary School,2017,41,42,40,33,39,46,23,,,,,,,,,264
1007,Adaminaby Public School,Primary School,2010,,,,,,,,,,,,,,,,31
1007,Adaminaby Public School,Primary School,2011,,,,,,,,,,,,,,,,24
1007,Adaminaby Public School,Primary School,2012,,,,,,,,,,,,,,,,19
1007,Adaminaby Public School,Primary School,2013,,,,,,,,,,,,,,,,18
1007,Adaminaby Public School,Primary School,2014,,,,,,,,,,,,,,,,18
1007,Adaminaby Public School,Primary School,2015,,,,,,,,,,,,,,,,20
1007,Adaminaby Public School,Primary School,2016,,,,,,,,,,,,,,,,17
1007,Adaminaby Public School,Primary School,2017,,,,,,,,,,,,,,,,18
1008,Adamstown Public School,Primary School,2010,43,31,39,26,33,24,35,,,,,,,,,231
1008,Adamstown Public School,Primary School,2011,37,44,28,40,25,35,21,,,,,,,,,230
1008,Adamstown Public School,Primary School,2012,34,35,36,28,43,24,35,,,,,,,,,235
1008,Adamstown Public School,Primary School,2013,25,38,32,32,25,37,25,,,,,,,,,214
1008,Adamstown Public School,Primary School,2014,38,23,42,30,34,21,38,,,,,,,,,226
1008,Adamstown Public School,Primary School,2015,38,36,25,42,32,38,24,,,,,,,,,235
1008,Adamstown Public School,Primary School,2016,51,40,34,28,40,32,38,,,,,,,,,263
1008,Adamstown Public School,Primary School,2017,33,54,38,36,32,38,31,,,,,,,,,262
1009,Adelong Public School,Primary School,2010,17,13,17,10,16,12,13,,,,,,,,,98
1009,Adelong Public School,Primary School,2011,17,15,13,15,9,13,13,,,,,,,,,95
1009,Adelong Public School,Primary School,2012,10,16,15,11,14,9,13,,,,,,,,,88
1009,Adelong Public School,Primary School,2013,12,10,14,14,9,13,8,,,,,,,,,80
1009,Adelong Public School,Primary School,2014,10,10,10,13,15,11,12,,,,,,,,,81
1009,Adelong Public School,Primary School,2015,11,9,9,8,13,16,10,,,,,,,,,76
1009,Adelong Public School,Primary School,2016,12,10,11,8,9,14,17,,,,,,,,,81
1009,Adelong Public School,Primary School,2017,11,11,10,13,8,9,15,,,,,,,,,77
1015,Albion Park Public School,Primary School,2010,73,54,71,83,63,85,82,14,,,,,,,,525
1015,Albion Park Public School,Primary School,2011,59,70,52,67,81,59,85,13,,,,,,,,486
1015,Albion Park Public School,Primary School,2012,61,49,64,49,67,77,59,15,,,,,,,,441
1015,Albion Park Public School,Primary School,2013,61,55,50,62,46,69,75,13,,,,,,,,431
1015,Albion Park Public School,Primary School,2014,71,61,55,50,60,49,64,15,,,,,,,,425
1015,Albion Park Public School,Primary School,2015,69,67,58,56,51,60,50,14,,,,,,,,425
1015,Albion Park Public School,Primary School,2016,56,69,68,63,57,51,56,15,,,,,,,,435
1015,Albion Park Public School,Primary School,2017,55,60,69,70,58,55,50,12,,,,,,,,429
1016,Timbumburi Public School,Primary School,2010,20,18,21,18,20,20,8,,,,,,,,,125
1016,Timbumburi Public School,Primary School,2011,16,20,17,24,14,21,19,,,,,,,,,131
1016,Timbumburi Public School,Primary School,2012,15,19,19,16,23,12,20,,,,,,,,,124
1016,Timbumburi Public School,Primary School,2013,22,18,18,22,14,22,12,,,,,,,,,128
1016,Timbumburi Public School,Primary School,2014,18,23,20,21,22,15,22,,,,,,,,,141
1016,Timbumburi Public School,Primary School,2015,18,19,21,19,17,23,14,,,,,,,,,131
1016,Timbumburi Public School,Primary School,2016,28,18,19,20,22,14,23,,,,,,,,,144
1016,Timbumburi Public School,Primary School,2017,20,27,19,19,22,24,15,,,,,,,,,146
1017,Albury Public School,Primary School,2010,93,89,85,91,98,79,93,,,,,,,,,628
1017,Albury Public School,Primary School,2011,83,95,88,80,91,97,80,,,,,,,,,614
1017,Albury Public School,Primary School,2012,68,86,95,87,84,88,106,,,,,,,,,614
1017,Albury Public School,Primary School,2013,75,72,88,96,90,79,87,,,,,,,,,587
1017,Albury Public School,Primary School,2014,82,76,72,86,96,91,81,,,,,,,,,584
1017,Albury Public School,Primary School,2015,77,89,84,71,83,100,89,,,,,,,,,593
1017,Albury Public School,Primary School,2016,80,84,99,88,74,89,98,,,,,,,,,612
1017,Albury Public School,Primary School,2017,77,79,81,97,83,76,78,,,,,,,,,571
1019,Albury West Public School,Primary School,2010,19,20,24,19,18,16,25,,,,,,,,,141
1019,Albury West Public School,Primary School,2011,24,19,15,23,17,17,19,,,,,,,,,134
1019,Albury West Public School,Primary School,2012,26,18,15,14,23,14,16,,,,,,,,,126
1019,Albury West Public School,Primary School,2013,19,25,15,16,13,23,15,,,,,,,,,126
1019,Albury West Public School,Primary School,2014,13,25,24,13,17,10,24,,,,,,,,,126
1019,Albury West Public School,Primary School,2015,22,10,14,19,12,14,13,,,,,,,,,104
1019,Albury West Public School,Primary School,2016,25,21,9,15,18,16,14,,,,,,,,,118
1019,Albury West Public School,Primary School,2017,27,28,21,12,16,27,12,,,,,,,,,143
1028,Alma Public School,Primary School,2010,26,29,42,27,33,36,26,,,,,,,,,219
1028,Alma Public School,Primary School,2011,20,24,29,39,25,32,33,,,,,,,,,202
1028,Alma Public School,Primary School,2012,36,22,30,25,40,30,27,,,,,,,,,210
1028,Alma Public School,Primary School,2013,42,28,23,29,19,41,27,,,,,,,,,209
1028,Alma Public School,Primary School,2014,39,41,29,27,30,21,43,,,,,,,,,230
1028,Alma Public School,Primary School,2015,43,33,39,31,25,29,23,,,,,,,,,223
1028,Alma Public School,Primary School,2016,33,46,29,42,32,22,25,7,,,,,,,,236
1028,Alma Public School,Primary School,2017,,,,,,,,,,,,,,,,247
1030,Alstonville Public School,Primary School,2010,70,68,66,83,78,106,107,,,,,,,,,578
1030,Alstonville Public School,Primary School,2011,66,72,68,68,96,88,112,,,,,,,,,570
1030,Alstonville Public School,Primary School,2012,69,69,77,72,79,99,83,,,,,,,,,548
1030,Alstonville Public School,Primary School,2013,56,71,73,76,72,85,101,,,,,,,,,534
1030,Alstonville Public School,Primary School,2014,88,65,80,78,84,77,90,,,,,,,,,562
1030,Alstonville Public School,Primary School,2015,63,84,68,84,83,73,72,,,,,,,,,527
1030,Alstonville Public School,Primary School,2016,70,67,77,63,91,91,81,,,,,,,,,540
1030,Alstonville Public School,Primary School,2017,59,72,73,80,59,98,87,,,,,,,,,528
1035,Ando Public School,Primary School,2010,,,,,,,,,,,,,,,,11
1035,Ando Public School,Primary School,2011,,,,,,,,,,,,,,,,6
1040,Anna Bay Public School,Primary School,2010,56,49,66,72,65,58,79,,,,,,,,,445
1040,Anna Bay Public School,Primary School,2011,43,56,55,56,70,65,58,,,,,,,,,403
1040,Anna Bay Public School,Primary School,2012,38,47,57,53,55,65,60,,,,,,,,,375
1040,Anna Bay Public School,Primary School,2013,63,39,43,60,45,52,58,,,,,,,,,360
1040,Anna Bay Public School,Primary School,2014,35,64,42,42,63,50,52,,,,,,,,,348
1040,Anna Bay Public School,Primary School,2015,48,32,57,38,43,49,45,,,,,,,,,312
1040,Anna Bay Public School,Primary School,2016,44,41,33,53,35,42,49,,,,,,,,,297
1040,Anna Bay Public School,Primary School,2017,43,47,42,33,59,35,43,,,,,,,,,302
1041,Annandale Public School,Primary School,2010,69,52,46,41,27,26,23,,,,,,,,,284
1041,Annandale Public School,Primary School,2011,53,70,51,47,39,22,25,,,,,,,,,307
1041,Annandale Public School,Primary School,2012,64,55,67,49,45,38,20,,,,,,,,,338
1041,Annandale Public School,Primary School,2013,61,61,54,60,48,40,36,,,,,,,,,360
1041,Annandale Public School,Primary School,2014,61,59,59,50,55,43,38,,,,,,,,,365
1041,Annandale Public School,Primary School,2015,67,56,56,58,49,47,44,,,,,,,,,377
1041,Annandale Public School,Primary School,2016,62,64,51,52,55,44,44,,,,,,,,,372
1041,Annandale Public School,Primary School,2017,62,63,64,54,53,47,49,,,,,,,,,392
1042,Annandale North Public School,Primary School,2010,68,67,69,43,60,51,32,,,,,,,,,390
1042,Annandale North Public School,Primary School,2011,72,63,64,61,47,54,51,,,,,,,,,412
1042,Annandale North Public School,Primary School,2012,68,73,62,60,58,44,48,,,,,,,,,413
1042,Annandale North Public School,Primary School,2013,80,64,71,61,61,53,45,,,,,,,,,435
1042,Annandale North Public School,Primary School,2014,63,71,58,66,56,56,49,,,,,,,,,419
1042,Annandale North Public School,Primary School,2015,58,61,67,59,63,52,51,,,,,,,,,411
1042,Annandale North Public School,Primary School,2016,61,55,60,60,57,54,51,,,,,,,,,398
1042,Annandale North Public School,Primary School,2017,57,64,54,62,58,49,53,,,,,,,,,397
1045,Appin Public School,Primary School,2010,32,21,27,30,26,32,32,,,,,,,,,200
1045,Appin Public School,Primary School,2011,36,31,20,28,31,22,30,,,,,,,,,198
1045,Appin Public School,Primary School,2012,31,33,32,21,32,27,23,,,,,,,,,199
1045,Appin Public School,Primary School,2013,35,31,34,31,22,31,26,,,,,,,,,210
1045,Appin Public School,Primary School,2014,38,34,32,34,29,24,28,,,,,,,,,219
1045,Appin Public School,Primary School,2015,41,38,34,31,38,26,25,,,,,,,,,233
1045,Appin Public School,Primary School,2016,51,43,43,38,33,37,26,,,,,,,,,271
1045,Appin Public School,Primary School,2017,43,53,45,47,38,33,35,,,,,,,,,294
1048,Arcadia Public School,Primary School,2010,18,7,15,13,19,24,13,,,,,,,,,109
1048,Arcadia Public School,Primary School,2011,12,19,7,16,11,15,22,,,,,,,,,102
1048,Arcadia Public School,Primary School,2012,11,11,18,9,18,9,15,,,,,,,,,91
1048,Arcadia Public School,Primary School,2013,18,12,13,17,10,16,7,,,,,,,,,93
1048,Arcadia Public School,Primary School,2014,16,16,10,10,16,9,16,,,,,,,,,93
1048,Arcadia Public School,Primary School,2015,,,,,,,,,,,,,,,,71
1048,Arcadia Public School,Primary School,2016,,,,,,,,,,,,,,,,72
1048,Arcadia Public School,Primary School,2017,11,14,11,12,11,8,13,,,,,,,,,80
1051,Ardlethan Central School,Central/Community School,2010,,,,,,,,,,,,,,,,88.6
1051,Ardlethan Central School,Central/Community School,2011,,,,,,,,,,,,,,,,100
1051,Ardlethan Central School,Central/Community School,2012,,,,,,,,,,,,,,,,107.4
1051,Ardlethan Central School,Central/Community School,2013,,,,,,,,,,,,,,,,98
1051,Ardlethan Central School,Central/Community School,2014,,,,,,,,,,,,,,,,95
1051,Ardlethan Central School,Central/Community School,2015,,,,,,,,,,,,,,,,87
1051,Ardlethan Central School,Central/Community School,2016,,,,,,,,,,,,,,,,83
1051,Ardlethan Central School,Central/Community School,2017,,,,,,,,,,,,,,,,65.8
1055,Ariah Park Central School,Central/Community School,2010,,,,,,,,,,,,,,,,107
1055,Ariah Park Central School,Central/Community School,2011,,,,,,,,,,,,,,,,111
1055,Ariah Park Central School,Central/Community School,2012,,,,,,,,,,,,,,,,117.4
1055,Ariah Park Central School,Central/Community School,2013,,,,,,,,,,,,,,,,115.6
1055,Ariah Park Central School,Central/Community School,2014,,,,,,,,,,,,,,,,119.8
1055,Ariah Park Central School,Central/Community School,2015,,,,,,,,,,,,,,,,121
1055,Ariah Park Central School,Central/Community School,2016,,,,,,,,,,,,,,,,125.2
1055,Ariah Park Central School,Central/Community School,2017,,,,,,,,,,,,,,,,139
1057,Armidale City Public School,Primary School,2010,51,57,54,62,46,60,50,11,,,,,,,,391
1057,Armidale City Public School,Primary School,2011,81,50,50,52,63,53,58,13,,,,,,,,420
1057,Armidale City Public School,Primary School,2012,55,72,52,47,57,65,56,6,,,,,,,,410
1057,Armidale City Public School,Primary School,2013,40,57,73,53,60,61,66,,,,,,,,,410
1057,Armidale City Public School,Primary School,2014,67,39,65,70,60,57,62,,,,,,,,,420
1057,Armidale City Public School,Primary School,2015,58,66,39,67,70,69,55,,,,,,,,,424
1057,Armidale City Public School,Primary School,2016,60,61,70,41,74,74,66,,,,,,,,,446
1057,Armidale City Public School,Primary School,2017,46,58,59,73,47,78,72,,,,,,,,,433
1058,Drummond Memorial Public School,Primary School,2010,8,12,14,7,15,8,15,13,,,,,,,,92
1058,Drummond Memorial Public School,Primary School,2011,19,9,13,16,11,11,14,14,,,,,,,,107
1058,Drummond Memorial Public School,Primary School,2012,30,20,16,16,19,8,18,11,,,,,,,,138
1058,Drummond Memorial Public School,Primary School,2013,23,27,19,17,12,17,11,9,,,,,,,,135
1058,Drummond Memorial Public School,Primary School,2014,26,17,21,21,17,12,18,11,,,,,,,,143
1058,Drummond Memorial Public School,Primary School,2015,23,24,17,18,15,16,13,9,,,,,,,,135
1058,Drummond Memorial Public School,Primary School,2016,11,18,19,17,17,11,23,6,,,,,,,,122
1058,Drummond Memorial Public School,Primary School,2017,,,,,,,,,,,,,,,,117
1061,Artarmon Public School,Primary School,2010,106,118,98,96,92,123,132,,,,,,,,,765
1061,Artarmon Public School,Primary School,2011,140,109,120,96,101,135,117,,,,,,,,,818
1061,Artarmon Public School,Primary School,2012,131,129,115,130,92,132,132,,,,,,,,,861
1061,Artarmon Public School,Primary School,2013,130,129,138,110,136,140,133,,,,,,,,,916
1061,Artarmon Public School,Primary School,2014,139,152,138,146,106,163,136,,,,,,,,,980
1061,Artarmon Public School,Primary School,2015,174,144,157,144,163,145,158,,,,,,,,,1085
1061,Artarmon Public School,Primary School,2016,157,180,153,158,140,190,147,,,,,,,,,1125
1061,Artarmon Public School,Primary School,2017,159,165,174,152,158,181,184,,,,,,,,,1173
1064,Ashbury Public School,Primary School,2010,63,41,44,53,51,48,38,,,,,,,,,338
1064,Ashbury Public School,Primary School,2011,57,62,45,52,56,53,50,,,,,,,,,375
1064,Ashbury Public School,Primary School,2012,55,53,63,49,54,47,55,,,,,,,,,376
1064,Ashbury Public School,Primary School,2013,46,56,50,72,46,50,47,,,,,,,,,367
1064,Ashbury Public School,Primary School,2014,52,47,59,62,71,37,51,,,,,,,,,379
1064,Ashbury Public School,Primary School,2015,48,52,46,66,64,61,37,,,,,,,,,374
1064,Ashbury Public School,Primary School,2016,48,48,52,51,66,54,62,,,,,,,,,381
1064,Ashbury Public School,Primary School,2017,49,46,52,58,50,60,52,,,,,,,,,367
1065,Ashfield Public School,Primary School,2010,29,19,33,21,28,28,20,30,,,,,,,,208
1065,Ashfield Public School,Primary School,2011,35,27,30,36,21,29,26,29,,,,,,,,233
1065,Ashfield Public School,Primary School,2012,42,36,29,28,31,18,27,27,,,,,,,,238
1065,Ashfield Public School,Primary School,2013,39,38,35,24,19,36,18,25,,,,,,,,234
1065,Ashfield Public School,Primary School,2014,51,45,39,37,33,25,35,23,,,,,,,,288
1065,Ashfield Public School,Primary School,2015,57,54,36,42,43,31,21,21,,,,,,,,305
1065,Ashfield Public School,Primary School,2016,66,52,50,41,41,70,30,20,,,,,,,,370
1065,Ashfield Public School,Primary School,2017,70,62,54,47,44,75,70,20,,,,,,,,442
1066,Ashford Central School,Central/Community School,2010,,,,,,,,,,,,,,,,156.2
1066,Ashford Central School,Central/Community School,2011,16,11,13,11,14,11,13,,11,13,7,14,13.4,12,,159.4
1066,Ashford Central School,Central/Community School,2012,10,14,11,10,12,13,16,,15,13,13,8,16.2,12.6,,163.8
1066,Ashford Central School,Central/Community School,2013,11,11,15,14,9,12,13,,14,12,14,14,7,16,,162
1066,Ashford Central School,Central/Community School,2014,12,17,11,16,15,9,12,,13,14,14,14,14,6.8,,167.8
1066,Ashford Central School,Central/Community School,2015,21,10,12,10,18,17,12,,11,16,16,11,10.4,10.8,,175.2
1066,Ashford Central School,Central/Community School,2016,10,20,8,11,9,17,14,,13,15,17,15,11,7.8,,167.8
1066,Ashford Central School,Central/Community School,2017,14,8,21,8,12,10,18,,14,14,14,15,11.8,9,,168.8
1070,Asquith Public School,Primary School,2010,36,44,29,39,33,47,31,12,,,,,,,,271
1070,Asquith Public School,Primary School,2011,41,31,43,33,42,34,45,22,,,,,,,,291
1070,Asquith Public School,Primary School,2012,52,42,33,43,35,43,32,28,,,,,,,,308
1070,Asquith Public School,Primary School,2013,60,50,39,35,40,37,39,30,,,,,,,,330
1070,Asquith Public School,Primary School,2014,50,59,49,39,34,37,37,32,,,,,,,,337
1070,Asquith Public School,Primary School,2015,61,48,56,46,42,34,35,31,,,,,,,,353
1070,Asquith Public School,Primary School,2016,53,58,52,57,47,45,33,29,,,,,,,,374
1070,Asquith Public School,Primary School,2017,55,59,63,58,58,43,47,27,,,,,,,,410
1071,Attunga Public School,Primary School,2010,,,,,,,,,,,,,,,,42
1071,Attunga Public School,Primary School,2011,,,,,,,,,,,,,,,,35
1071,Attunga Public School,Primary School,2012,,,,,,,,,,,,,,,,30
1071,Attunga Public School,Primary School,2013,,,,,,,,,,,,,,,,27
1071,Attunga Public School,Primary School,2014,,,,,,,,,,,,,,,,29
1071,Attunga Public School,Primary School,2015,,,,,,,,,,,,,,,,25
1071,Attunga Public School,Primary School,2016,,,,,,,,,,,,,,,,37
1071,Attunga Public School,Primary School,2017,,,,,,,,,,,,,,,,34
1073,Auburn North Public School,Primary School,2010,84,78,67,74,80,77,87,,,,,,,,,547
1073,Auburn North Public School,Primary School,2011,106,90,88,73,77,84,76,,,,,,,,,594
1073,Auburn North Public School,Primary School,2012,98,100,77,74,65,72,70,,,,,,,,,556
1073,Auburn North Public School,Primary School,2013,106,88,96,74,75,66,73,,,,,,,,,578
1073,Auburn North Public School,Primary School,2014,102,110,80,92,82,75,61,,,,,,,,,602
1073,Auburn North Public School,Primary School,2015,135,100,98,87,86,81,71,,,,,,,,,658
1073,Auburn North Public School,Primary School,2016,115,127,92,88,83,81,79,,,,,,,,,665
1073,Auburn North Public School,Primary School,2017,121,113,135,88,86,86,77,,,,,,,,,706
1075,Auburn West Public School,Primary School,2010,119,93,108,106,95,85,97,,,,,,,,,703
1075,Auburn West Public School,Primary School,2011,121,114,90,105,93,101,86,,,,,,,,,710
1075,Auburn West Public School,Primary School,2012,114,122,113,98,107,99,97,,,,,,,,,750
1075,Auburn West Public School,Primary School,2013,119,118,118,113,88,106,92,,,,,,,,,754
1075,Auburn West Public School,Primary School,2014,103,112,106,121,102,85,96,,,,,,,,,725
1075,Auburn West Public School,Primary School,2015,109,98,108,105,120,103,88,,,,,,,,,731
1075,Auburn West Public School,Primary School,2016,96,101,99,112,102,114,97,,,,,,,,,721
1075,Auburn West Public School,Primary School,2017,96,91,105,96,108,97,105,,,,,,,,,698
1076,Austinmer Public School,Primary School,2010,43,48,33,44,54,43,38,,,,,,,,,303
1076,Austinmer Public School,Primary School,2011,55,46,50,39,47,58,48,,,,,,,,,343
1076,Austinmer Public School,Primary School,2012,47,56,49,48,39,51,56,,,,,,,,,346
1076,Austinmer Public School,Primary School,2013,56,50,57,47,49,38,52,,,,,,,,,349
1076,Austinmer Public School,Primary School,2014,53,57,48,57,48,49,37,,,,,,,,,349
1076,Austinmer Public School,Primary School,2015,53,49,55,46,56,44,50,,,,,,,,,353
1076,Austinmer Public School,Primary School,2016,47,53,51,52,47,51,44,,,,,,,,,345
1076,Austinmer Public School,Primary School,2017,41,44,53,47,51,49,51,,,,,,,,,336
1077,Austral Public School,Primary School,2010,45,69,42,45,56,51,53,,,,,,,,,361
1077,Austral Public School,Primary School,2011,51,51,64,43,45,53,49,,,,,,,,,356
1077,Austral Public School,Primary School,2012,51,48,44,58,38,43,52,,,,,,,,,334
1077,Austral Public School,Primary School,2013,52,51,49,43,58,36,41,,,,,,,,,330
1077,Austral Public School,Primary School,2014,38,49,51,47,41,58,38,,,,,,,,,322
1077,Austral Public School,Primary School,2015,38,37,43,48,46,40,56,,,,,,,,,308
1077,Austral Public School,Primary School,2016,37,40,34,45,44,42,39,,,,,,,,,281
1077,Austral Public School,Primary School,2017,31,39,36,39,47,38,42,,,,,,,,,272
1081,Avoca Public School,Primary School,2010,,,,,,,,,,,,,,,,27
1081,Avoca Public School,Primary School,2011,,,,,,,,,,,,,,,,33
1081,Avoca Public School,Primary School,2012,,,,,,,,,,,,,,,,38
1081,Avoca Public School,Primary School,2013,,,,,,,,,,,,,,,,35
1081,Avoca Public School,Primary School,2014,,,,,,,,,,,,,,,,34
1081,Avoca Public School,Primary School,2015,,,,,,,,,,,,,,,,25
1081,Avoca Public School,Primary School,2016,,,,,,,,,,,,,,,,21
1081,Avoca Public School,Primary School,2017,,,,,,,,,,,,,,,,16
1082,Avoca Beach Public School,Primary School,2010,70,63,65,53,70,50,47,,,,,,,,,418
1082,Avoca Beach Public School,Primary School,2011,69,73,70,71,59,76,53,,,,,,,,,471
1082,Avoca Beach Public School,Primary School,2012,69,72,76,71,73,62,80,,,,,,,,,503
1082,Avoca Beach Public School,Primary School,2013,74,73,71,82,73,75,61,,,,,,,,,509
1082,Avoca Beach Public School,Primary School,2014,68,74,75,75,78,70,67,,,,,,,,,507
1082,Avoca Beach Public School,Primary School,2015,82,66,75,71,72,73,68,,,,,,,,,507
1082,Avoca Beach Public School,Primary School,2016,61,83,72,75,77,69,74,,,,,,,,,511
1082,Avoca Beach Public School,Primary School,2017,72,65,84,76,85,77,70,,,,,,,,,529
1084,Awaba Public School,Primary School,2010,,,,,,,,,,,,,,,,33
1084,Awaba Public School,Primary School,2011,,,,,,,,,,,,,,,,27
1084,Awaba Public School,Primary School,2012,,,,,,,,,,,,,,,,30
1084,Awaba Public School,Primary School,2013,,,,,,,,,,,,,,,,26
1084,Awaba Public School,Primary School,2014,,,,,,,,,,,,,,,,25
1084,Awaba Public School,Primary School,2015,,,,,,,,,,,,,,,,28
1084,Awaba Public School,Primary School,2016,,,,,,,,,,,,,,,,36
1084,Awaba Public School,Primary School,2017,,,,,,,,,,,,,,,,35
1085,Colo Vale Public School,Primary School,2010,35,47,38,40,34,38,26,,,,,,,,,258
1085,Colo Vale Public School,Primary School,2011,34,36,46,37,39,28,38,,,,,,,,,258
1085,Colo Vale Public School,Primary School,2012,35,35,33,43,36,37,25,,,,,,,,,244
1085,Colo Vale Public School,Primary School,2013,36,31,30,34,39,33,36,,,,,,,,,239
1085,Colo Vale Public School,Primary School,2014,40,37,33,35,33,32,33,,,,,,,,,243
1085,Colo Vale Public School,Primary School,2015,25,41,39,30,35,31,36,,,,,,,,,237
1085,Colo Vale Public School,Primary School,2016,29,27,40,38,34,30,32,,,,,,,,,230
1085,Colo Vale Public School,Primary School,2017,36,32,27,36,28,28,32,,,,,,,,,219
1091,Badgerys Creek Public School,Primary School,2010,,,,,,,,,,,,,,,,42
1091,Badgerys Creek Public School,Primary School,2011,,,,,,,,,,,,,,,,35
1091,Badgerys Creek Public School,Primary School,2012,,,,,,,,,,,,,,,,24
1091,Badgerys Creek Public School,Primary School,2013,,,,,,,,,,,,,,,,23
1091,Badgerys Creek Public School,Primary School,2014,,,,,,,,,,,,,,,,12
1098,Bald Blair Public School,Primary School,2010,,,,,,,,,,,,,,,,29
1098,Bald Blair Public School,Primary School,2011,,,,,,,,,,,,,,,,28
1098,Bald Blair Public School,Primary School,2012,,,,,,,,,,,,,,,,29
1098,Bald Blair Public School,Primary School,2013,,,,,,,,,,,,,,,,32
1098,Bald Blair Public School,Primary School,2014,,,,,,,,,,,,,,,,40
1098,Bald Blair Public School,Primary School,2015,,,,,,,,,,,,,,,,39
1098,Bald Blair Public School,Primary School,2016,,,,,,,,,,,,,,,,36
1098,Bald Blair Public School,Primary School,2017,,,,,,,,,,,,,,,,38
1104,Seaforth Public School,Primary School,2010,84,62,77,70,53,40,41,,,,,,,,,427
1104,Seaforth Public School,Primary School,2011,74,88,62,76,73,48,44,,,,,,,,,465
1104,Seaforth Public School,Primary School,2012,74,77,87,62,76,65,47,,,,,,,,,488
1104,Seaforth Public School,Primary School,2013,100,82,79,86,59,62,62,,,,,,,,,530
1104,Seaforth Public School,Primary School,2014,111,93,77,78,78,51,62,,,,,,,,,550
1104,Seaforth Public School,Primary School,2015,91,109,90,76,68,73,47,,,,,,,,,554
1104,Seaforth Public School,Primary School,2016,98,80,104,87,74,50,73,,,,,,,,,566
1104,Seaforth Public School,Primary School,2017,82,97,84,99,86,58,45,,,,,,,,,551
1106,Balgownie Public School,Primary School,2010,49,37,40,45,51,64,33,,,,,,,,,319
1106,Balgownie Public School,Primary School,2011,46,48,38,43,44,49,58,,,,,,,,,326
1106,Balgownie Public School,Primary School,2012,49,44,46,36,43,38,50,,,,,,,,,306
1106,Balgownie Public School,Primary School,2013,53,49,49,45,40,40,39,,,,,,,,,315
1106,Balgownie Public School,Primary School,2014,38,53,52,48,47,37,40,,,,,,,,,315
1106,Balgownie Public School,Primary School,2015,50,42,55,54,52,49,37,,,,,,,,,339
1106,Balgownie Public School,Primary School,2016,42,50,44,57,57,50,49,,,,,,,,,349
1106,Balgownie Public School,Primary School,2017,42,49,52,45,59,53,50,,,,,,,,,350
1111,Ballimore Public School,Primary School,2010,,,,,,,,,,,,,,,,10
1111,Ballimore Public School,Primary School,2011,,,,,,,,,,,,,,,,8
1111,Ballimore Public School,Primary School,2012,,,,,,,,,,,,,,,,10
1111,Ballimore Public School,Primary School,2013,,,,,,,,,,,,,,,,18
1111,Ballimore Public School,Primary School,2014,,,,,,,,,,,,,,,,13
1111,Ballimore Public School,Primary School,2015,,,,,,,,,,,,,,,,18
1111,Ballimore Public School,Primary School,2016,,,,,,,,,,,,,,,,14
1111,Ballimore Public School,Primary School,2017,,,,,,,,,,,,,,,,16
1112,Ballina Public School,Primary School,2010,41,36,36,38,43,46,47,,,,,,,,,287
1112,Ballina Public School,Primary School,2011,33,39,33,46,36,43,46,,,,,,,,,276
1112,Ballina Public School,Primary School,2012,40,36,43,29,47,42,46,,,,,,,,,283
1112,Ballina Public School,Primary School,2013,37,34,34,42,32,37,41,,,,,,,,,257
1112,Ballina Public School,Primary School,2014,45,41,36,39,41,36,45,,,,,,,,,283
